3.331360e-01 3.325920e-01 3.342720e-01 0.000000e+00
2.987680e-01 2.954560e-01 2.980480e-01 1.077280e-01
2.797760e-01 2.779680e-01 2.786880e-01 1.635680e-01
2.689440e-01 2.675200e-01 2.670400e-01 1.964960e-01
2.624800e-01 2.635680e-01 2.616800e-01 2.122720e-01
2.602240e-01 2.601920e-01 2.593920e-01 2.201920e-01
2.594720e-01 2.597280e-01 2.596320e-01 2.211680e-01
2.594080e-01 2.601760e-01 2.570400e-01 2.233760e-01
2.598080e-01 2.593120e-01 2.550560e-01 2.258240e-01
2.604640e-01 2.597280e-01 2.548320e-01 2.249760e-01
2.613920e-01 2.610400e-01 2.540480e-01 2.235200e-01
2.613280e-01 2.602720e-01 2.552640e-01 2.231360e-01
2.632000e-01 2.604000e-01 2.549280e-01 2.214720e-01
2.655200e-01 2.594400e-01 2.551200e-01 2.199200e-01
2.646240e-01 2.601120e-01 2.551040e-01 2.201600e-01
2.664800e-01 2.602720e-01 2.550080e-01 2.182400e-01
2.661920e-01 2.594240e-01 2.550400e-01 2.193440e-01
2.687520e-01 2.582880e-01 2.556960e-01 2.172640e-01
2.723360e-01 2.584640e-01 2.562720e-01 2.129280e-01
2.720800e-01 2.598560e-01 2.585440e-01 2.095200e-01
2.730720e-01 2.592320e-01 2.592960e-01 2.084000e-01
2.738080e-01 2.588800e-01 2.598720e-01 2.074400e-01
2.753280e-01 2.588640e-01 2.610240e-01 2.047840e-01
2.766240e-01 2.576480e-01 2.626560e-01 2.030720e-01
2.777760e-01 2.576640e-01 2.640320e-01 2.005280e-01
2.759520e-01 2.590240e-01 2.639040e-01 2.011200e-01
2.775200e-01 2.576640e-01 2.637120e-01 2.011040e-01
2.762240e-01 2.567040e-01 2.657600e-01 2.013120e-01
2.787200e-01 2.554720e-01 2.671040e-01 1.987040e-01
2.806880e-01 2.537920e-01 2.684320e-01 1.970880e-01
2.797280e-01 2.526880e-01 2.699040e-01 1.976800e-01
2.810080e-01 2.514560e-01 2.725120e-01 1.950240e-01
2.816320e-01 2.509600e-01 2.751840e-01 1.922240e-01
2.823680e-01 2.507200e-01 2.768320e-01 1.900800e-01
2.817760e-01 2.518400e-01 2.776320e-01 1.887520e-01
2.817280e-01 2.518720e-01 2.787520e-01 1.876480e-01
2.811520e-01 2.524480e-01 2.827200e-01 1.836800e-01
2.794880e-01 2.516480e-01 2.844960e-01 1.843680e-01
2.794880e-01 2.517280e-01 2.855040e-01 1.832800e-01
2.774080e-01 2.535040e-01 2.865920e-01 1.824960e-01
2.768000e-01 2.527200e-01 2.897600e-01 1.807200e-01
2.747040e-01 2.537280e-01 2.911520e-01 1.804160e-01
2.728800e-01 2.556800e-01 2.918720e-01 1.795680e-01
2.724000e-01 2.562240e-01 2.944320e-01 1.769440e-01
2.707520e-01 2.572800e-01 2.958240e-01 1.761440e-01
2.694880e-01 2.593120e-01 2.965760e-01 1.746240e-01
2.683520e-01 2.606400e-01 2.990880e-01 1.719200e-01
2.656960e-01 2.636960e-01 2.993120e-01 1.712960e-01
2.653600e-01 2.660320e-01 3.000320e-01 1.685760e-01
2.655360e-01 2.682240e-01 2.996480e-01 1.665920e-01
2.645920e-01 2.717440e-01 2.999520e-01 1.637120e-01
2.629760e-01 2.734080e-01 3.013280e-01 1.622880e-01
2.615040e-01 2.761760e-01 3.008800e-01 1.614400e-01
2.604960e-01 2.798400e-01 3.005760e-01 1.590880e-01
2.583040e-01 2.830560e-01 2.992160e-01 1.594240e-01
2.563360e-01 2.875680e-01 2.989600e-01 1.571360e-01
2.555040e-01 2.895360e-01 2.984960e-01 1.564640e-01
2.527840e-01 2.932800e-01 2.994560e-01 1.544800e-01
2.502880e-01 2.975200e-01 2.969760e-01 1.552160e-01
2.484480e-01 3.014880e-01 2.961280e-01 1.539360e-01
2.471840e-01 3.051680e-01 2.957760e-01 1.518720e-01
2.470240e-01 3.085760e-01 2.955360e-01 1.488640e-01
2.463840e-01 3.122400e-01 2.945920e-01 1.467840e-01
2.462720e-01 3.155680e-01 2.924800e-01 1.456800e-01
2.442080e-01 3.181760e-01 2.913440e-01 1.462720e-01
2.436000e-01 3.215360e-01 2.901280e-01 1.447360e-01
2.426720e-01 3.239360e-01 2.881920e-01 1.452000e-01
2.431040e-01 3.275520e-01 2.853120e-01 1.440320e-01
2.449760e-01 3.300160e-01 2.833280e-01 1.416800e-01
2.462400e-01 3.312480e-01 2.809120e-01 1.416000e-01
2.475200e-01 3.334880e-01 2.780480e-01 1.409440e-01
2.496640e-01 3.343360e-01 2.766560e-01 1.393440e-01
2.512960e-01 3.333760e-01 2.741920e-01 1.411360e-01
2.542240e-01 3.356480e-01 2.717120e-01 1.384160e-01
2.564640e-01 3.376160e-01 2.703040e-01 1.356160e-01
2.591200e-01 3.395360e-01 2.687360e-01 1.326080e-01
2.607040e-01 3.396160e-01 2.680000e-01 1.316800e-01
2.637920e-01 3.397920e-01 2.650560e-01 1.313600e-01
2.663360e-01 3.393600e-01 2.626400e-01 1.316640e-01
2.704320e-01 3.402240e-01 2.603680e-01 1.289760e-01
2.738560e-01 3.390880e-01 2.578400e-01 1.292160e-01
2.782400e-01 3.384160e-01 2.560480e-01 1.272960e-01
2.825280e-01 3.370880e-01 2.533600e-01 1.270240e-01
2.872640e-01 3.361120e-01 2.513120e-01 1.253120e-01
2.915680e-01 3.357120e-01 2.492640e-01 1.234560e-01
2.959040e-01 3.336320e-01 2.467360e-01 1.237280e-01
3.001760e-01 3.319520e-01 2.440640e-01 1.238080e-01
3.050560e-01 3.292160e-01 2.422720e-01 1.234560e-01
3.081120e-01 3.277920e-01 2.408000e-01 1.232960e-01
3.124480e-01 3.269440e-01 2.399840e-01 1.206240e-01
3.159680e-01 3.248480e-01 2.384320e-01 1.207520e-01
